Job Title,Job Company,Job Location,Salary Estimate,Company Rating,Company Rating Numbers,Company Size,Company Founded,Company Type,Company Industry,Company Sector,Company Revenue
"Frontend Engineer, University Graduate - 2022 Start",TikTok,"San Francisco, CA",$75K - $174K (Glassdoor est.),"3.6
★★★★★",123,501 to 1000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Senior Software Engineer,"Adobe
4.4","San Francisco, CA",$118K - $219K (Glassdoor est.),"4.4
★★★★★",1216,10000+ Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Software Engineer,"Sparrow
3.4","San Francisco, CA",$84K - $163K (Glassdoor est.),"3.4
★★★★★",0,1 to 50 Employees,,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD)
"Software Engineer I, New College Grad - SF","Qualia
4.5","San Francisco, CA",$80K - $186K (Glassdoor est.),"4.5
★★★★★",8,201 to 500 Employees,2015,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable
"Software Engineer, Backend - Slack (Senior and Staff)","Salesforce
4.4","San Francisco, CA",$82K - $230K (Employer est.),"4.4
★★★★★",3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
"Senior Software Engineer, Android","Glassdoor
4.0","San Francisco, CA",$128K - $160K (Employer est.),"4.0
★★★★★",188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Frontend Software Engineer,"WanderJaunt
3.9","San Francisco, CA",$109K - $194K (Glassdoor est.),"3.9
★★★★★",16,51 to 200 Employees,2016,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,Unknown / Non-Applicable
Software Engineer,Pinaki Inc,"San Francisco, CA",$140K - $150K (Employer est.),-1,0,,,,,,
Software Engineer,Genentech,"San Francisco, CA",$102K - $162K (Glassdoor est.),"4.2
★★★★★",296,10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Software Engineer,"Metromile
4.4","San Francisco, CA",$115K - $186K (Glassdoor est.),"4.4
★★★★★",168,201 to 500 Employees,2011,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable
Software Engineer - Frontend Engineer,Transform Data,"San Francisco, CA",$81K - $164K (Glassdoor est.),-1,0,1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable
PHP Developer (California Residents only),"Gaatu Inc.
4.8",California,$131K (Employer est.),"4.8
★★★★★",0,201 to 500 Employees,,Company - Private,,,Unknown / Non-Applicable
"Lead Software Engineer (REMOTE), Content Moderation","Glassdoor
4.0","San Francisco, CA",$195K (Employer est.),"4.0
★★★★★",188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Software Developer for Neuroscience Startup,"Neurobehavioral Systems
4.0","Berkeley, CA",$100K - $140K (Employer est.),"4.0
★★★★★",0,1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable
WEB APPLICATION ENGINEER,"University of California Office of the President
3.6","Oakland, CA",$97K - $122K (Employer est.),"3.6
★★★★★",2,1001 to 5000 Employees,1868,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
"Computer Engineer, Associate to Senior",Mainspring Energy,"Menlo Park, CA",$80K - $135K (Employer est.),-1,0,,,,,,
Software Engineer,"Wework
3.6","San Francisco, CA",$102K - $173K (Glassdoor est.),"3.6
★★★★★",408,10000+ Employees,2010,Company - Private,Membership Organizations,Business Services,Unknown / Non-Applicable
Software Engineer,"The World's Largest Social Network
4.1","Burlingame, CA",$82 - $101 Per Hour(Employer est.),"4.1
★★★★★",1,1 to 50 Employees,2012,Private Practice / Firm,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Senior Back End Software Engineer,"Phil
4.2","San Francisco, CA",$55 - $75 Per Hour(Employer est.),"4.2
★★★★★",26,1 to 50 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Lead Software Engineer,"The Mom Project
4.8","San Francisco, CA",$84 Per Hour(Employer est.),"4.8
★★★★★",24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Senior Front End Developer (Remote),"Charles Schwab
3.9",California,$101K - $165K (Employer est.),"3.9
★★★★★",1960,10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Senior Software Engineer,"Indeed
4.3","San Francisco, CA",$132K - $192K (Employer est.),"4.3
★★★★★",703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Backend Engineer,Lighthouse.app,"San Francisco, CA",$40 - $60 Per Hour(Employer est.),-1,0,,,,,,
Senior/Staff Frontend Developer,SEP,"San Francisco, CA",$160K - $220K (Employer est.),-1,0,,,,,,
Front-End Web Developer (Wordpress/Shopify),Explore Digital,California,$24 - $30 Per Hour(Employer est.),-1,0,,,,,,
Software Build and Release Engineer,"The World's Largest Social Network
4.1","San Francisco, CA",$71 - $80 Per Hour(Employer est.),"4.1
★★★★★",1,1 to 50 Employees,2012,Private Practice / Firm,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Senior/Staff Backend Java Engineer,SEP,"San Francisco, CA",$165K - $220K (Employer est.),-1,0,,,,,,
Staff Software Engineer - Front End,"Intuit
4.5","San Francisco, CA",$123K - $222K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
"Senior Fullstack Software Engineer (100% Remote, Must work with PST Hours)","The Mom Project
4.8","San Francisco, CA",$89 Per Hour(Employer est.),"4.8
★★★★★",24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
React Developer (100% Remote),"The Mom Project
4.8","San Francisco, CA",$104 Per Hour(Employer est.),"4.8
★★★★★",24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Staff Front-End Engineer,"LegalZoom
3.5","San Mateo, CA",$104K - $227K (Glassdoor est.),"3.5
★★★★★",70,1001 to 5000 Employees,2001,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable
Front End Engineer - Banking - New York/San Fran - Bonus,Michael Page,"San Francisco, CA",$200K - $201K (Employer est.),-1,0,5001 to 10000 Employees,1976,Company - Private,,,$10+ billion (USD)
PHP Developer (California Residents only),"Gaatu Inc.
4.8",California,$131K (Employer est.),"4.8
★★★★★",0,201 to 500 Employees,,Company - Private,,,Unknown / Non-Applicable
WEB APPLICATION ENGINEER,"University of California Office of the President
3.6","Oakland, CA",$97K - $122K (Employer est.),"3.6
★★★★★",2,1001 to 5000 Employees,1868,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
"Lead Software Engineer (REMOTE), Content Moderation","Glassdoor
4.0","San Francisco, CA",$195K (Employer est.),"4.0
★★★★★",188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Software Developer for Neuroscience Startup,"Neurobehavioral Systems
4.0","Berkeley, CA",$100K - $140K (Employer est.),"4.0
★★★★★",0,1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable
Software Engineer,"The World's Largest Social Network
4.1","Burlingame, CA",$82 - $101 Per Hour(Employer est.),"4.1
★★★★★",1,1 to 50 Employees,2012,Private Practice / Firm,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
"Computer Engineer, Associate to Senior",Mainspring Energy,"Menlo Park, CA",$80K - $135K (Employer est.),-1,0,,,,,,
Software Engineer,"Wework
3.6","San Francisco, CA",$102K - $173K (Glassdoor est.),"3.6
★★★★★",408,10000+ Employees,2010,Company - Private,Membership Organizations,Business Services,Unknown / Non-Applicable
Lead Software Engineer,"The Mom Project
4.8","San Francisco, CA",$84 Per Hour(Employer est.),"4.8
★★★★★",24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Senior Front End Developer (Remote),"Charles Schwab
3.9",California,$101K - $165K (Employer est.),"3.9
★★★★★",1960,10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Senior Back End Software Engineer,"Phil
4.2","San Francisco, CA",$55 - $75 Per Hour(Employer est.),"4.2
★★★★★",26,1 to 50 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Backend Engineer,Lighthouse.app,"San Francisco, CA",$40 - $60 Per Hour(Employer est.),-1,0,,,,,,
Senior/Staff Frontend Developer,SEP,"San Francisco, CA",$160K - $220K (Employer est.),-1,0,,,,,,
Front-End Web Developer (Wordpress/Shopify),Explore Digital,California,$24 - $30 Per Hour(Employer est.),-1,0,,,,,,
React Developer (100% Remote),"The Mom Project
4.8","San Francisco, CA",$104 Per Hour(Employer est.),"4.8
★★★★★",24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
"Senior Fullstack Software Engineer (100% Remote, Must work with PST Hours)","The Mom Project
4.8","San Francisco, CA",$89 Per Hour(Employer est.),"4.8
★★★★★",24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Senior Software Engineer - Front End,"Intuit - Software Engineering
4.5","San Francisco, CA",$119K - $203K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Front End Engineer - Banking - New York/San Fran - Bonus,Michael Page,"San Francisco, CA",$200K - $201K (Employer est.),-1,0,5001 to 10000 Employees,1976,Company - Private,,,$10+ billion (USD)
Staff Front-End Engineer,"LegalZoom
3.5","San Mateo, CA",$104K - $227K (Glassdoor est.),"3.5
★★★★★",70,1001 to 5000 Employees,2001,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable
Front End Engineer - e2e Web Applications,"Ursus
4.5","Burlingame, CA",$93K - $187K (Glassdoor est.),"4.5
★★★★★",18,51 to 200 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
PHP Developer (California Residents only),"Gaatu Inc.
4.8",California,$131K (Employer est.),"4.8
★★★★★",0,201 to 500 Employees,,Company - Private,,,Unknown / Non-Applicable
Lead Software Engineer,ConserWater Technologies,"San Francisco, CA",$130K - $150K (Employer est.),-1,0,,,,,,
"Lead Software Engineer (REMOTE), Content Moderation","Glassdoor
4.0","San Francisco, CA",$195K (Employer est.),"4.0
★★★★★",188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
WEB APPLICATION ENGINEER,"University of California Office of the President
3.6","Oakland, CA",$97K - $122K (Employer est.),"3.6
★★★★★",2,1001 to 5000 Employees,1868,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Software Developer for Neuroscience Startup,"Neurobehavioral Systems
4.0","Berkeley, CA",$100K - $140K (Employer est.),"4.0
★★★★★",0,1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable
Software Engineer,"The World's Largest Social Network
4.1","Burlingame, CA",$82 - $101 Per Hour(Employer est.),"4.1
★★★★★",1,1 to 50 Employees,2012,Private Practice / Firm,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
"Computer Engineer, Associate to Senior",Mainspring Energy,"Menlo Park, CA",$80K - $135K (Employer est.),-1,0,,,,,,
Software Engineer,"Wework
3.6","San Francisco, CA",$102K - $173K (Glassdoor est.),"3.6
★★★★★",408,10000+ Employees,2010,Company - Private,Membership Organizations,Business Services,Unknown / Non-Applicable
Senior Back End Software Engineer,"Phil
4.2","San Francisco, CA",$55 - $75 Per Hour(Employer est.),"4.2
★★★★★",26,1 to 50 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Lead Software Engineer,"The Mom Project
4.8","San Francisco, CA",$84 Per Hour(Employer est.),"4.8
★★★★★",24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Backend Engineer,Lighthouse.app,"San Francisco, CA",$40 - $60 Per Hour(Employer est.),-1,0,,,,,,
Senior Front End Developer (Remote),"Charles Schwab
3.9",California,$101K - $165K (Employer est.),"3.9
★★★★★",1960,10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Senior/Staff Frontend Developer,SEP,"San Francisco, CA",$160K - $220K (Employer est.),-1,0,,,,,,
Software Build and Release Engineer,"The World's Largest Social Network
4.1","San Francisco, CA",$71 - $80 Per Hour(Employer est.),"4.1
★★★★★",1,1 to 50 Employees,2012,Private Practice / Firm,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Front-End Web Developer (Wordpress/Shopify),Explore Digital,California,$24 - $30 Per Hour(Employer est.),-1,0,,,,,,
Research Engineer,"The Mom Project
4.8","Burlingame, CA",$83 Per Hour(Employer est.),"4.8
★★★★★",24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
"Senior Fullstack Software Engineer (100% Remote, Must work with PST Hours)","The Mom Project
4.8","San Francisco, CA",$89 Per Hour(Employer est.),"4.8
★★★★★",24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
React Developer (100% Remote),"The Mom Project
4.8","San Francisco, CA",$104 Per Hour(Employer est.),"4.8
★★★★★",24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Staff Front-End Engineer,"LegalZoom
3.5","San Mateo, CA",$104K - $227K (Glassdoor est.),"3.5
★★★★★",70,1001 to 5000 Employees,2001,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable
Front End Engineer - Banking - New York/San Fran - Bonus,Michael Page,"San Francisco, CA",$200K - $201K (Employer est.),-1,0,5001 to 10000 Employees,1976,Company - Private,,,$10+ billion (USD)
Senior Software Engineer - Front End,"Intuit - Software Engineering
4.5","San Francisco, CA",$119K - $203K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
PHP Developer (California Residents only),"Gaatu Inc.
4.8",California,$131K (Employer est.),"4.8
★★★★★",0,201 to 500 Employees,,Company - Private,,,Unknown / Non-Applicable
"Lead Software Engineer (REMOTE), Content Moderation","Glassdoor
4.0","San Francisco, CA",$195K (Employer est.),"4.0
★★★★★",188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Software Engineer,"The World's Largest Social Network
4.1","Burlingame, CA",$82 - $101 Per Hour(Employer est.),"4.1
★★★★★",1,1 to 50 Employees,2012,Private Practice / Firm,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Software Engineer,"Wework
3.6","San Francisco, CA",$102K - $173K (Glassdoor est.),"3.6
★★★★★",408,10000+ Employees,2010,Company - Private,Membership Organizations,Business Services,Unknown / Non-Applicable
Senior Software Engineer,"Indeed
4.3","San Francisco, CA",$132K - $192K (Employer est.),"4.3
★★★★★",703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Senior Back End Software Engineer,"Phil
4.2","San Francisco, CA",$55 - $75 Per Hour(Employer est.),"4.2
★★★★★",26,1 to 50 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Senior Front End Developer (Remote),"Charles Schwab
3.9",California,$101K - $165K (Employer est.),"3.9
★★★★★",1960,10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Senior/Staff Backend Java Engineer,SEP,"San Francisco, CA",$165K - $220K (Employer est.),-1,0,,,,,,
Lead Software Engineer,"The Mom Project
4.8","San Francisco, CA",$84 Per Hour(Employer est.),"4.8
★★★★★",24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Staff Software Engineer - Front End,"Intuit
4.5","San Francisco, CA",$123K - $222K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Senior/Staff Frontend Developer,SEP,"San Francisco, CA",$160K - $220K (Employer est.),-1,0,,,,,,
Lead Software Engineer,"Varsity Tutors
4.0","San Francisco, CA",$107K - $226K (Glassdoor est.),"4.0
★★★★★",523,201 to 500 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Front End Engineer - Banking - New York/San Fran - Bonus,Michael Page,"San Francisco, CA",$200K - $201K (Employer est.),-1,0,5001 to 10000 Employees,1976,Company - Private,,,$10+ billion (USD)
Senior Android Software Engineer (100% Remote),"The Mom Project
4.8","San Francisco, CA",$127 Per Hour(Employer est.),"4.8
★★★★★",24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Front-End Web Developer (Wordpress/Shopify),Explore Digital,California,$24 - $30 Per Hour(Employer est.),-1,0,,,,,,
Full Stack Engineer,Michael Page,"San Francisco, CA",$160K - $200K (Employer est.),-1,0,5001 to 10000 Employees,1976,Company - Private,,,$10+ billion (USD)
Senior Software Engineer - Front End,"Intuit - Software Engineering
4.5","San Francisco, CA",$119K - $203K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
"Senior Software Engineer, Front End",Michael Page,"San Francisco, CA",$180K - $200K (Employer est.),-1,0,5001 to 10000 Employees,1976,Company - Private,,,$10+ billion (USD)
Junior Software Developer,"Revature
4.1","San Francisco, CA",$76K - $163K (Glassdoor est.),"4.1
★★★★★",390,1001 to 5000 Employees,2003,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
"Senior Fullstack Software Engineer (100% Remote, Must work with PST Hours)","The Mom Project
4.8","San Francisco, CA",$89 Per Hour(Employer est.),"4.8
★★★★★",24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Junior Full Stack Developer,"Revature
4.1","San Francisco, CA",$73K - $155K (Glassdoor est.),"4.1
★★★★★",390,1001 to 5000 Employees,2003,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
React Developer (100% Remote),"The Mom Project
4.8","San Francisco, CA",$104 Per Hour(Employer est.),"4.8
★★★★★",24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Front End Engineer - e2e Web Applications,"Ursus
4.5","Burlingame, CA",$93K - $187K (Glassdoor est.),"4.5
★★★★★",18,51 to 200 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
