Job Title,Job Company,Job Location,Salary Estimate,Company Rating,Company Rating Numbers,Company Size,Company Founded,Company Type,Company Industry,Company Sector,Company Revenue
Software Engineer / Full Stack Developer,MPM Engineering,Surrey,CA$53K - CA$89K (Glassdoor est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
software engineer,postalong technology inc.,Richmond,CA$48 Per Hour(Employer est.),-1,0,,,,,,
Software Engineer,"Vizzion Enterprises, Inc.
4.0",North Vancouver,CA$59K - CA$64K (Glassdoor est.),"4.0
★★★★★",7,1 to 50 Employees,2000,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
"Software Engineer, New Service, EC2 Networking","Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
"Associate Software Engineer, Scotia Digital (Remote Vancouver Hub)","Scotiabank
3.9",Vancouver,CA$67K - CA$109K (Glassdoor est.),"3.9
★★★★★",2211,10000+ Employees,1832,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Software Engineer (Unity),"Navigator Games
3.3",Vancouver,CA$80K - CA$90K (Employer est.),"3.3
★★★★★",0,1 to 50 Employees,,Unknown,,,Unknown / Non-Applicable
Software Engineer,POSTALONG TECHNOLOGY INC,Richmond,CA$48 Per Hour(Employer est.),-1,0,,,,,,
DevOps - CICD Engineer,SimplyAsk,Burnaby,CA$60K - CA$100K (Employer est.),-1,0,,,,,,
"Software Development Engineer, Amazon Delivery Experience Team","Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Associate Software Engineer,"Broadridge
3.7",Vancouver,CA$77K - CA$86K (Glassdoor est.),"3.7
★★★★★",390,10000+ Employees,2007,Company - Public,Financial Transaction Processing,Finance,$5 to $10 billion (USD)
"Software Engineer, Backend Java/RestAPI (BC)","Zscaler
4.6",Burnaby,CA$99K - CA$117K (Glassdoor est.),"4.6
★★★★★",941,1001 to 5000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Software Engineering: Full Time Opportunities Microsoft Leap,"Microsoft
4.4",Vancouver,CA$95K - CA$115K (Glassdoor est.),"4.4
★★★★★",6744,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Sr Software Engineer,"ServiceNow
4.4",Vancouver,CA$127K - CA$134K (Glassdoor est.),"4.4
★★★★★",755,10000+ Employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
DevOps Software Engineer - FIFA (Contract),"Electronic Arts
4.1",Vancouver,CA$107K - CA$127K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
Senior Software Engineer - DevOps,"Calabrio
3.6",Vancouver,CA$73K - CA$121K (Glassdoor est.),"3.6
★★★★★",68,201 to 500 Employees,,Company - Private,Consulting,Business Services,$100 to $500 million (USD)
Software Engineer - C#/.Net,"Canalyst
3.3",Vancouver,CA$72K - CA$100K (Glassdoor est.),"3.3
★★★★★",8,51 to 200 Employees,,Unknown,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
DevOps Engineer,"Prenuvo
5.0",Vancouver,CA$81K - CA$117K (Glassdoor est.),"5.0
★★★★★",4,1 to 50 Employees,,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Software Engineer 1,"WELL Health Technologies Corp
2.8",Vancouver,CA$80K - CA$119K (Glassdoor est.),"2.8
★★★★★",0,Unknown,,Company - Private,,,Unknown / Non-Applicable
Software Engineer / Full Stack Developer,MPM Engineering,Surrey,CA$53K - CA$89K (Glassdoor est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
software engineer,postalong technology inc.,Richmond,CA$48 Per Hour(Employer est.),-1,0,,,,,,
